experiment_seed,request_id,target_sku_id,brand_preference,min_ram_gb,min_storage_gb,eligible_substitute_skus,substitution_tolerance,requested_quantity,q_raw,quantity_cap,current_price,budget_factor,budget,deadline_days,price_flexibility,price_tolerance_pct,quantity_flexibility,quantity_tolerance_pct,timing_flexibility,timing_tolerance_days,on_hand,reserved,incoming_quantity,incoming_eta_days,incoming_available,expected_demand_for_feasibility,available,baseline_feasible,classification
20260822,11,LAP-034,Nova,32,2048,"[""LAP-039""]",1,20,19.875738453291877,29,54610,1.1551229753175793,1261625.3136418601,7,Low,0.02,Low,0.1,Low,0,51,15.0,54,3.0,54,26,64.0,True,OPPORTUNITY
20260822,12,LAP-048,CoreX,16,256,[],0,4,4.4292937305071085,20,110910,0.9010816685902117,399755.8714533615,7,Low,0.02,High,0.5,Low,0,14,3.0,8,7.0,8,11,8.0,True,BASELINE_ACCEPT
20260822,13,LAP-018,CoreX,64,512,[],0,33,32.76772799628247,65,48660,0.9169989339066595,1472498.5480886358,3,Low,0.02,Low,0.1,Low,0,73,24.0,0,,0,25,24.0,False,HARD_REJECT
20260822,14,LAP-020,Vertex,64,512,"[""LAP-040""]",1,24,23.804819200586515,38,40710,0.9361694792976956,914675.0280530205,10,Low,0.02,Medium,0.25,Low,0,89,5.0,61,7.0,61,47,98.0,True,OPPORTUNITY
20260822,15,LAP-010,Vertex,16,256,[],0,51,73.30363592495489,51,49440,0.9484697254279598,2391509.504483075,5,Low,0.02,Low,0.1,Low,0,107,10.0,0,,0,32,65.0,True,OPPORTUNITY
20260822,16,LAP-025,Vertex,8,1024,"[""LAP-030"",""LAP-035"",""LAP-040""]",1,33,32.562980601202156,34,35260,0.91895454068214,1069277.1244469245,5,Medium,0.05,Low,0.1,Low,0,33,5.0,54,7.0,0,21,7.0,False,CONSTRAINT_CONFLICT
20260822,17,LAP-044,Nova,8,256,"[""LAP-004"",""LAP-009"",""LAP-014"",""LAP-019"",""LAP-024"",""LAP-029"",""LAP-034"",""LAP-039"",""LAP-049""]",1,6,5.5217273874144315,28,103300,1.0826970681131842,671055.6428165516,7,Low,0.02,High,0.5,High,3,58,9.0,0,,0,24,25.0,True,OPPORTUNITY
20260822,18,LAP-002,Byte,8,256,"[""LAP-007"",""LAP-012"",""LAP-017"",""LAP-022"",""LAP-027"",""LAP-032"",""LAP-037"",""LAP-042"",""LAP-047""]",1,40,40.35787205360243,56,30490,0.8666304858582863,1056942.540552766,5,Low,0.02,Medium,0.25,Medium,2,118,14.0,70,4.0,70,35,139.0,True,OPPORTUNITY
20260822,19,LAP-039,Nova,64,2048,[],1,49,49.87204665238845,49,57140,0.8213489891648736,2299662.180803163,10,Low,0.02,High,0.5,Medium,2,79,6.0,43,10.0,43,61,55.0,True,BASELINE_ACCEPT
20260822,20,LAP-043,CoreX,8,256,"[""LAP-003"",""LAP-008"",""LAP-013"",""LAP-018"",""LAP-023"",""LAP-028"",""LAP-033"",""LAP-038"",""LAP-048""]",1,10,9.849832438244839,20,84550,0.9261846937131039,783089.1585344293,5,Low,0.02,Low,0.1,Low,0,47,0.0,0,,0,12,35.0,True,OPPORTUNITY
20260822,21,LAP-029,Nova,16,1024,[],0,19,18.56258967065026,26,70420,1.0296525844328999,1377654.5649195313,7,Medium,0.05,Low,0.1,Low,0,45,3.0,23,9.0,0,23,19.0,True,OPPORTUNITY
20260822,22,LAP-042,Byte,8,256,[],0,9,8.763275396242562,27,84040,0.8655725929545028,654684.4864070677,5,Medium,0.05,Medium,0.25,Medium,2,30,1.0,0,,0,17,12.0,True,BASELINE_ACCEPT
20260822,23,LAP-021,Aster,8,1024,"[""LAP-026"",""LAP-031"",""LAP-036""]",1,15,14.571486842283598,68,52420,0.8382142555046505,659087.8691033067,7,Low,0.02,Low,0.1,Medium,2,153,23.0,0,,0,60,70.0,True,OPPORTUNITY
20260822,24,LAP-001,Aster,8,256,"[""LAP-006"",""LAP-011"",""LAP-016"",""LAP-021"",""LAP-026"",""LAP-031"",""LAP-036"",""LAP-041"",""LAP-046""]",1,15,15.40795077265535,89,28840,0.843292916325277,364808.51560231484,3,Medium,0.05,Low,0.1,Low,0,188,21.0,0,,0,34,133.0,True,OPPORTUNITY
20260822,25,LAP-037,Byte,64,2048,[],0,6,5.602619647435234,37,66430,0.8810413830635628,351165.47446147486,7,High,0.1,Low,0.1,Medium,2,51,4.0,0,,0,33,14.0,True,OPPORTUNITY
20260822,26,LAP-012,Byte,32,512,[],0,6,5.77568054120201,43,37160,1.0196191353100477,227334.28240872824,10,Medium,0.05,Low,0.1,Medium,2,69,18.0,0,,0,53,-2.0,False,HARD_REJECT
20260822,27,LAP-026,Aster,16,1024,[],0,18,17.730688476207103,38,41610,1.0038280045446393,751847.0988438439,10,Low,0.02,Medium,0.25,Medium,2,93,9.0,0,,0,47,37.0,True,OPPORTUNITY
20260822,28,LAP-032,Byte,32,2048,[],0,9,9.238817545876262,28,57010,1.0417664513860285,534519.9485416574,10,Low,0.02,High,0.5,Low,0,38,1.0,38,5.0,38,35,40.0,True,OPPORTUNITY
20260822,29,LAP-009,Nova,16,256,"[""LAP-014"",""LAP-019"",""LAP-029"",""LAP-034"",""LAP-039"",""LAP-049""]",1,10,9.92695747062873,71,47820,0.8651723450000398,413725.41537901905,3,Medium,0.05,High,0.5,High,3,88,6.0,0,,0,27,55.0,True,OPPORTUNITY
20260822,30,LAP-031,Aster,32,2048,[],0,7,6.761096087830996,32,64830,0.9032082339552505,409884.9286512322,5,Low,0.02,Medium,0.25,Medium,2,31,4.0,31,4.0,31,20,38.0,True,OPPORTUNITY
20260822,31,LAP-035,Vertex,32,2048,"[""LAP-040""]",1,23,34.063243627905386,23,70250,0.8699521539974756,1405625.1928214212,7,Medium,0.05,Medium,0.25,Medium,2,47,12.0,0,,0,20,15.0,False,HARD_REJECT
20260822,32,LAP-013,CoreX,32,512,[],0,22,22.34698106417369,36,41240,0.9744860806833419,884131.7312823824,5,Low,0.02,Low,0.1,Low,0,76,12.0,53,7.0,0,23,41.0,True,OPPORTUNITY
20260822,33,LAP-032,Byte,32,2048,[],0,11,10.801101498781804,28,57010,0.8867353804050987,556080.6244058415,5,Medium,0.05,High,0.5,Medium,2,38,1.0,38,5.0,38,18,57.0,True,OPPORTUNITY
20260822,34,LAP-030,Vertex,16,1024,"[""LAP-035"",""LAP-040""]",1,37,79.51329411385947,37,63920,0.9783692014299933,2313882.2961499915,7,High,0.1,Medium,0.25,High,3,91,11.0,0,,0,32,48.0,True,OPPORTUNITY
20260822,35,LAP-027,Byte,16,1024,[],0,18,18.41623894750829,60,43910,0.8366781001793179,661293.6368197292,2,High,0.1,Low,0.1,Low,0,149,14.0,0,,0,15,120.0,True,BASELINE_ACCEPT
20260822,36,LAP-003,CoreX,8,256,"[""LAP-008"",""LAP-013"",""LAP-018"",""LAP-023"",""LAP-028"",""LAP-033"",""LAP-038"",""LAP-043"",""LAP-048""]",1,21,20.729994331578357,113,32360,0.955853714155505,649559.949991515,3,Low,0.02,Medium,0.25,Low,0,239,26.0,183,10.0,0,43,170.0,True,OPPORTUNITY
20260822,37,LAP-008,CoreX,16,256,"[""LAP-013"",""LAP-018"",""LAP-028"",""LAP-033"",""LAP-038"",""LAP-048""]",1,47,46.62590610332231,63,32230,0.7815921378902545,1183963.5863975363,3,Low,0.02,Medium,0.25,Medium,2,141,11.0,0,,0,24,106.0,True,OPPORTUNITY
20260822,38,LAP-039,Nova,64,2048,[],0,6,6.475534405562316,49,57140,1.0574389273987768,362532.36186939664,5,Medium,0.05,Medium,0.25,Low,0,79,6.0,43,10.0,0,31,42.0,True,BASELINE_ACCEPT
20260822,39,LAP-045,Vertex,8,256,[],0,10,9.721087449376325,20,91230,0.8519653956180004,777248.0304223018,7,Low,0.02,Low,0.1,Medium,2,21,7.0,17,6.0,17,17,14.0,True,BASELINE_ACCEPT
20260822,40,LAP-015,Vertex,32,512,"[""LAP-020"",""LAP-035"",""LAP-040""]",1,36,35.945128401834616,54,50860,0.9690204085247824,1774237.6071925357,7,Low,0.02,Medium,0.25,Medium,2,108,10.0,0,,0,48,50.0,True,OPPORTUNITY
20260822,41,LAP-050,Vertex,16,256,"[""LAP-010"",""LAP-015"",""LAP-020"",""LAP-030"",""LAP-035"",""LAP-040""]",1,4,4.027673513728696,20,116540,0.9719230811500446,453071.66350890475,3,High,0.1,Low,0.1,High,3,27,0.0,15,8.0,0,5,22.0,True,OPPORTUNITY
20260822,42,LAP-042,Byte,8,256,[],0,27,35.59759085098654,27,84040,0.8181045179901941,1856344.5996811897,3,Medium,0.05,Low,0.1,Low,0,30,1.0,0,,0,11,18.0,False,HARD_REJECT
20260822,43,LAP-047,Byte,16,256,[],0,20,20.23271957855686,23,73300,0.8790630484089992,1288706.4289675928,5,Medium,0.05,Low,0.1,Medium,2,42,7.0,0,,0,15,20.0,True,OPPORTUNITY
20260822,44,LAP-033,CoreX,32,2048,"[""LAP-038""]",1,8,7.772723767779535,37,65810,0.8541332755399643,449684.0869062804,5,Low,0.02,Low,0.1,Low,0,86,4.0,0,,0,23,59.0,True,OPPORTUNITY
20260822,45,LAP-008,CoreX,16,256,[],0,13,13.273672373195692,63,32230,0.9366207998640242,392434.7489350275,2,Medium,0.05,Medium,0.25,Medium,2,141,11.0,0,,0,16,114.0,True,OPPORTUNITY
20260822,46,LAP-004,Nova,8,256,[],0,22,22.113935403415145,52,28000,1.0121295637101255,623471.8112454374,3,Medium,0.05,Low,0.1,Low,0,116,11.0,0,,0,20,85.0,True,OPPORTUNITY
20260822,47,LAP-005,Vertex,8,256,"[""LAP-010"",""LAP-015"",""LAP-020"",""LAP-025"",""LAP-030"",""LAP-035"",""LAP-040"",""LAP-045"",""LAP-050""]",1,15,14.804958699133586,74,29990,1.0017007175988457,450615.06781184074,5,Low,0.02,Medium,0.25,High,3,101,10.0,0,,0,47,44.0,True,OPPORTUNITY
20260822,48,LAP-015,Vertex,32,512,[],0,10,9.984554721573092,54,50860,0.9387823192113338,477464.6875508844,5,Medium,0.05,Medium,0.25,Low,0,108,10.0,0,,0,34,64.0,True,BASELINE_ACCEPT
20260822,49,LAP-019,Nova,64,512,[],0,30,29.861504826468263,45,50870,0.916279552098236,1398334.224457118,5,Low,0.02,High,0.5,Low,0,62,3.0,0,,0,29,30.0,True,OPPORTUNITY
20260822,50,LAP-005,Vertex,8,256,"[""LAP-010"",""LAP-015"",""LAP-020"",""LAP-025"",""LAP-030"",""LAP-035"",""LAP-040"",""LAP-045"",""LAP-050""]",1,71,70.54905280331542,74,29990,1.0980731156839565,2338116.104494692,3,Low,0.02,Medium,0.25,Medium,2,101,10.0,0,,0,28,63.0,False,CONSTRAINT_CONFLICT
20260822,51,LAP-005,Vertex,8,256,"[""LAP-010"",""LAP-015"",""LAP-020"",""LAP-025"",""LAP-030"",""LAP-035"",""LAP-040"",""LAP-045"",""LAP-050""]",1,12,12.008647969061494,74,29990,0.8473437426855615,304942.0661176799,7,Low,0.02,Low,0.1,Medium,2,101,10.0,0,,0,65,26.0,True,OPPORTUNITY
20260822,52,LAP-007,Byte,16,256,"[""LAP-012"",""LAP-017"",""LAP-027"",""LAP-032"",""LAP-037"",""LAP-047""]",1,6,5.558360396628552,36,26850,0.8430266466908114,135811.59278188972,3,Medium,0.05,Medium,0.25,Low,0,57,6.0,61,7.0,0,14,37.0,True,OPPORTUNITY
20260822,53,LAP-023,CoreX,8,1024,"[""LAP-028"",""LAP-033"",""LAP-038""]",1,17,17.357365735190076,43,40220,1.075201188124268,735158.060368087,3,Low,0.02,Low,0.1,Low,0,91,13.0,43,2.0,43,17,104.0,True,OPPORTUNITY
20260822,54,LAP-009,Nova,16,256,[],0,35,34.921854768431636,71,47820,0.9476890487804119,1586147.1609437754,3,Low,0.02,High,0.5,Medium,2,88,6.0,0,,0,27,55.0,True,BASELINE_ACCEPT
20260822,55,LAP-036,Aster,64,2048,[],0,26,25.514285187610547,46,63850,0.7942238848823541,1318491.071293196,5,Low,0.02,Low,0.1,Low,0,109,18.0,0,,0,29,62.0,True,BASELINE_ACCEPT
20260822,56,LAP-018,CoreX,64,512,[],0,11,11.451354705777801,65,48660,0.8082511726502553,432624.5226727756,3,Medium,0.05,Low,0.1,Low,0,73,24.0,0,,0,25,24.0,True,BASELINE_ACCEPT
20260822,57,LAP-015,Vertex,32,512,[],0,46,45.64312186375384,54,50860,0.9655070219054853,2258861.608169197,7,Medium,0.05,Medium,0.25,Medium,2,108,10.0,0,,0,48,50.0,True,BASELINE_ACCEPT
20260822,58,LAP-023,CoreX,8,1024,"[""LAP-028"",""LAP-033"",""LAP-038""]",1,34,33.89223673856917,43,40220,0.9589083512035127,1311287.9921037795,5,Low,0.02,Medium,0.25,Low,0,91,13.0,43,2.0,43,27,94.0,True,OPPORTUNITY
20260822,59,LAP-021,Aster,8,1024,[],0,18,17.536850885728278,68,52420,0.8053247313994822,759872.2035592955,7,High,0.1,High,0.5,Low,0,153,23.0,0,,0,60,70.0,True,BASELINE_ACCEPT
20260822,60,LAP-039,Nova,64,2048,[],1,9,9.244851591103062,49,57140,1.017992465758524,523512.80544097855,2,Low,0.02,Low,0.1,Medium,2,79,6.0,43,10.0,0,13,60.0,True,BASELINE_ACCEPT
20260822,61,LAP-025,Vertex,8,1024,[],0,18,18.014599565486677,34,35260,1.0663255479549878,676775.4987760717,2,Medium,0.05,Medium,0.25,Low,0,33,5.0,54,7.0,0,9,19.0,True,OPPORTUNITY
20260822,62,LAP-027,Byte,16,1024,"[""LAP-032"",""LAP-037""]",1,15,14.76456955814344,60,43910,1.0717726405152284,705923.0496753552,7,Medium,0.05,Low,0.1,Low,0,149,14.0,0,,0,53,82.0,True,OPPORTUNITY
20260822,63,LAP-034,Nova,32,2048,"[""LAP-039""]",1,11,11.27234714786303,29,54610,1.0311955460717548,619449.4764807639,3,Medium,0.05,Medium,0.25,Medium,2,51,15.0,54,3.0,54,11,79.0,True,OPPORTUNITY
20260822,64,LAP-046,Aster,16,256,[],0,3,2.952151639755037,20,88820,1.0346428385080477,275690.9307488544,7,Low,0.02,Low,0.1,Medium,2,15,5.0,0,,0,14,-4.0,False,HARD_REJECT
20260822,65,LAP-046,Aster,16,256,[],0,4,3.894434789788798,20,88820,0.8064389900784559,286511.6443950738,7,Medium,0.05,Low,0.1,Low,0,15,5.0,0,,0,14,-4.0,False,HARD_REJECT
20260822,66,LAP-034,Nova,32,2048,"[""LAP-039""]",1,17,17.129523580771384,29,54610,1.0077122581576883,935529.8291058531,7,Medium,0.05,Medium,0.25,Medium,2,51,15.0,54,3.0,54,26,64.0,True,OPPORTUNITY
20260822,67,LAP-002,Byte,8,256,[],0,23,23.02574215207256,56,30490,0.8386743634924415,588137.1708863445,2,Medium,0.05,Medium,0.25,Medium,2,118,14.0,70,4.0,0,14,90.0,True,OPPORTUNITY
20260822,68,LAP-035,Vertex,32,2048,[],0,4,3.9028623676109815,23,70250,0.9296703419978003,261237.3661013819,3,Low,0.02,Low,0.1,Low,0,47,12.0,0,,0,9,26.0,True,OPPORTUNITY
20260822,69,LAP-043,CoreX,8,256,"[""LAP-003"",""LAP-008"",""LAP-013"",""LAP-018"",""LAP-023"",""LAP-028"",""LAP-033"",""LAP-038"",""LAP-048""]",1,5,4.926627573600084,20,84550,0.9809023369755044,414676.4629563945,5,Low,0.02,Low,0.1,Low,0,47,0.0,0,,0,12,35.0,True,OPPORTUNITY
20260822,70,LAP-050,Vertex,16,256,[],0,2,1.9992965227307584,20,116540,1.0726359914454162,250009.99688609762,7,Low,0.02,Medium,0.25,Medium,2,27,0.0,15,8.0,0,10,17.0,True,OPPORTUNITY
20260822,71,LAP-023,CoreX,8,1024,"[""LAP-028"",""LAP-033"",""LAP-038""]",1,11,10.76029071468881,43,40220,1.2372179429946548,547369.9623396952,5,Medium,0.05,Low,0.1,Low,0,91,13.0,43,2.0,43,27,94.0,True,OPPORTUNITY
20260822,72,LAP-041,Aster,8,256,[],0,4,3.910475302238542,20,81770,0.7409478655939852,242349.22787848068,7,Low,0.02,Low,0.1,High,3,40,0.0,35,7.0,35,18,57.0,True,OPPORTUNITY
20260822,73,LAP-001,Aster,8,256,[],0,14,14.358369508554645,89,28840,1.0480212762133299,423149.0704838941,7,Low,0.02,High,0.5,Low,0,188,21.0,0,,0,78,89.0,True,OPPORTUNITY
20260822,74,LAP-030,Vertex,16,1024,"[""LAP-035"",""LAP-040""]",1,9,8.929413665072705,37,63920,0.9121370541213192,524734.2044949125,3,Medium,0.05,Medium,0.25,High,3,91,11.0,0,,0,14,66.0,True,OPPORTUNITY
20260822,75,LAP-046,Aster,16,256,"[""LAP-006"",""LAP-011"",""LAP-016"",""LAP-026"",""LAP-031"",""LAP-036""]",1,4,3.843595576687537,20,88820,0.7998548350535513,284172.4257978257,7,Low,0.02,Low,0.1,Low,0,15,5.0,0,,0,14,-4.0,False,CONSTRAINT_CONFLICT
20260822,76,LAP-024,Nova,8,1024,[],0,20,20.4860392752524,45,55190,0.8516610052401745,940063.4175841046,7,Medium,0.05,Low,0.1,Medium,2,72,15.0,0,,0,40,17.0,False,HARD_REJECT
20260822,77,LAP-025,Vertex,8,1024,[],0,16,16.29272383775304,34,35260,0.8091482294620765,456489.0651333251,5,Low,0.02,Medium,0.25,Low,0,33,5.0,54,7.0,0,21,7.0,False,HARD_REJECT
20260822,78,LAP-026,Aster,16,1024,"[""LAP-031"",""LAP-036""]",1,14,14.055290010351758,38,41610,0.9718248034002114,566126.8209727592,5,High,0.1,Low,0.1,Low,0,93,9.0,0,,0,24,60.0,True,OPPORTUNITY
20260822,79,LAP-044,Nova,8,256,"[""LAP-004"",""LAP-009"",""LAP-014"",""LAP-019"",""LAP-024"",""LAP-029"",""LAP-034"",""LAP-039"",""LAP-049""]",1,5,5.137236842964716,28,103300,0.9942497331903764,513529.9871928294,2,Low,0.02,High,0.5,Low,0,58,9.0,0,,0,7,42.0,True,OPPORTUNITY
20260822,80,LAP-032,Byte,32,2048,[],0,14,14.446834402482974,28,57010,0.8799564001185303,702328.4011906037,10,Low,0.02,Medium,0.25,High,3,38,1.0,38,5.0,38,35,40.0,True,OPPORTUNITY
20260822,81,LAP-031,Aster,32,2048,"[""LAP-036""]",1,24,23.712397111226664,32,64830,0.8334936356402639,1296849.4175653993,5,Medium,0.05,Low,0.1,Medium,2,31,4.0,31,4.0,31,20,38.0,True,OPPORTUNITY
20260822,82,LAP-010,Vertex,16,256,[],0,38,37.65770769168214,51,49440,0.9557762003288203,1795635.8630817612,10,High,0.1,Medium,0.25,Low,0,107,10.0,0,,0,63,34.0,False,CONSTRAINT_CONFLICT
20260822,83,LAP-026,Aster,16,1024,[],0,25,25.243420277126,38,41610,1.0248539970498618,1066104.3704311186,3,High,0.1,Low,0.1,Low,0,93,9.0,0,,0,15,69.0,True,OPPORTUNITY
20260822,84,LAP-021,Aster,8,1024,[],0,17,17.36676449664246,68,52420,0.9940149777353968,885806.5072591215,5,Low,0.02,Low,0.1,Low,0,153,23.0,0,,0,43,87.0,True,BASELINE_ACCEPT
20260822,85,LAP-010,Vertex,16,256,"[""LAP-015"",""LAP-020"",""LAP-030"",""LAP-035"",""LAP-040"",""LAP-050""]",1,39,38.56966916918476,51,49440,0.9299280346223487,1793050.039237428,7,Low,0.02,Medium,0.25,High,3,107,10.0,0,,0,45,52.0,True,OPPORTUNITY
20260822,86,LAP-016,Aster,64,512,[],0,16,15.814577511307867,53,47830,0.9095107313659047,696030.3724996995,2,Low,0.02,Low,0.1,Low,0,92,19.0,0,,0,14,59.0,True,OPPORTUNITY
20260822,87,LAP-001,Aster,8,256,[],0,12,12.424803425408287,89,28840,0.9895385279364404,342459.49374824326,3,Medium,0.05,Low,0.1,Medium,2,188,21.0,0,,0,34,133.0,True,OPPORTUNITY
20260822,88,LAP-004,Nova,8,256,[],0,45,45.03052112570805,52,28000,0.813872376731385,1025479.1946815451,3,Medium,0.05,High,0.5,Medium,2,116,11.0,0,,0,20,85.0,True,OPPORTUNITY
20260822,89,LAP-042,Byte,8,256,"[""LAP-002"",""LAP-007"",""LAP-012"",""LAP-017"",""LAP-022"",""LAP-027"",""LAP-032"",""LAP-037"",""LAP-047""]",1,11,11.290832501819931,27,84040,0.8062261559134545,745307.7075726339,5,Medium,0.05,Medium,0.25,Low,0,30,1.0,0,,0,17,12.0,True,OPPORTUNITY
20260822,90,LAP-037,Byte,64,2048,[],0,25,25.26113627442303,37,66430,0.9748775775584451,1619027.9369301877,3,Low,0.02,Medium,0.25,High,3,51,4.0,0,,0,14,33.0,True,OPPORTUNITY
20260822,91,LAP-024,Nova,8,1024,"[""LAP-029"",""LAP-034"",""LAP-039""]",1,45,54.903279355213364,45,55190,0.9748565317194329,2421104.9393517976,7,Low,0.02,Medium,0.25,High,3,72,15.0,0,,0,40,17.0,False,CONSTRAINT_CONFLICT
20260822,92,LAP-018,CoreX,64,512,"[""LAP-038""]",1,26,26.0362803265395,65,48660,0.7557243159767931,956112.1756011996,7,High,0.1,Medium,0.25,Medium,2,73,24.0,0,,0,57,-8.0,False,CONSTRAINT_CONFLICT
20260822,93,LAP-046,Aster,16,256,"[""LAP-006"",""LAP-011"",""LAP-016"",""LAP-026"",""LAP-031"",""LAP-036""]",1,7,6.976604394301716,20,88820,0.9754185372423785,606456.7213450765,5,Medium,0.05,Medium,0.25,Low,0,15,5.0,0,,0,10,0.0,False,CONSTRAINT_CONFLICT
20260822,94,LAP-006,Aster,16,256,[],0,21,20.842767906590616,53,34710,0.9603338893012594,699996.975250581,10,High,0.1,Medium,0.25,Medium,2,124,15.0,33,8.0,33,66,76.0,True,BASELINE_ACCEPT
20260822,95,LAP-028,CoreX,16,1024,"[""LAP-033"",""LAP-038""]",1,3,2.752866678417981,27,52120,0.9754126854913618,152515.52750342933,2,High,0.1,Medium,0.25,Low,0,56,7.0,33,10.0,0,7,42.0,True,OPPORTUNITY
20260822,96,LAP-016,Aster,64,512,[],0,8,7.805567318606523,53,47830,0.7734130057550259,295938.75252210314,2,Low,0.02,Low,0.1,Medium,2,92,19.0,0,,0,14,59.0,True,OPPORTUNITY
20260822,97,LAP-034,Nova,32,2048,"[""LAP-039""]",1,8,8.057231145441229,29,54610,0.9850761528708714,430360.0696662263,5,Low,0.02,Low,0.1,Low,0,51,15.0,54,3.0,54,19,71.0,True,OPPORTUNITY
20260822,98,LAP-042,Byte,8,256,[],0,13,12.831791195141939,27,84040,1.0725433136058375,1171775.0209806496,5,Low,0.02,High,0.5,Medium,2,30,1.0,0,,0,17,12.0,False,CONSTRAINT_CONFLICT
20260822,99,LAP-008,CoreX,16,256,[],0,16,16.15094764837723,63,32230,1.0283528936286785,530301.020186437,7,Low,0.02,Medium,0.25,Low,0,141,11.0,0,,0,55,75.0,True,OPPORTUNITY
20260822,100,LAP-024,Nova,8,1024,[],0,18,17.60987600765399,45,55190,0.9723100176398453,965912.2177237751,7,Low,0.02,Low,0.1,Medium,2,72,15.0,0,,0,40,17.0,False,CONSTRAINT_CONFLICT
20260823,1,LAP-030,Vertex,16,1024,"[""LAP-035"",""LAP-040""]",1,16,16.224889218891214,37,63920,0.8334861684768908,852422.9742246858,3,Low,0.02,Low,0.1,Medium,2,91,11.0,0,,0,14,66.0,True,OPPORTUNITY
20260823,2,LAP-021,Aster,8,1024,[],0,29,28.948151261467142,68,52420,0.7431721730695112,1129755.4740568097,3,Medium,0.05,Medium,0.25,Low,0,153,23.0,0,,0,26,104.0,True,BASELINE_ACCEPT
20260823,3,LAP-043,CoreX,8,256,[],0,6,6.00367425117961,20,84550,1.0716147114651178,543630.1431262542,5,Low,0.02,Medium,0.25,Medium,2,47,0.0,0,,0,12,35.0,True,OPPORTUNITY
20260823,4,LAP-003,CoreX,8,256,[],0,77,76.83982300198738,113,32360,0.9894039088286055,2465317.507706413,5,Low,0.02,Medium,0.25,Low,0,239,26.0,183,10.0,0,71,142.0,True,BASELINE_ACCEPT
20260823,5,LAP-026,Aster,16,1024,"[""LAP-031"",""LAP-036""]",1,20,20.48657640847227,38,41610,0.9383191450205626,780869.1924861121,2,Low,0.02,Low,0.1,Medium,2,93,9.0,0,,0,10,74.0,True,OPPORTUNITY
20260823,6,LAP-007,Byte,16,256,"[""LAP-012"",""LAP-017"",""LAP-027"",""LAP-032"",""LAP-037"",""LAP-047""]",1,9,9.321302552949863,36,26850,1.0175983007021405,245902.62936467226,5,Low,0.02,Low,0.1,Low,0,57,6.0,61,7.0,0,22,29.0,True,OPPORTUNITY
20260823,7,LAP-029,Nova,16,1024,"[""LAP-034"",""LAP-039""]",1,23,23.40993863520901,26,70420,1.002887374377273,1624336.564783894,7,Low,0.02,Low,0.1,Low,0,45,3.0,23,9.0,0,23,19.0,False,CONSTRAINT_CONFLICT
20260823,8,LAP-049,Nova,16,256,[],0,10,9.681238686676037,20,117210,0.9523425007382282,1116240.6451152773,7,Low,0.02,Low,0.1,Medium,2,17,5.0,0,,0,12,0.0,False,HARD_REJECT
20260823,9,LAP-031,Aster,32,2048,"[""LAP-036""]",1,15,14.886819401281954,32,64830,0.8627201151261913,838952.1759544647,5,High,0.1,Low,0.1,Low,0,31,4.0,31,4.0,31,20,38.0,True,OPPORTUNITY
20260823,10,LAP-002,Byte,8,256,"[""LAP-007"",""LAP-012"",""LAP-017"",""LAP-022"",""LAP-027"",""LAP-032"",""LAP-037"",""LAP-042"",""LAP-047""]",1,9,8.624961555688007,56,30490,1.0019202203845086,274936.92767571297,5,Low,0.02,High,0.5,Low,0,118,14.0,70,4.0,70,35,139.0,True,OPPORTUNITY
20260823,11,LAP-037,Byte,64,2048,[],0,37,60.59855388083444,37,66430,0.8289943918057481,2037593.6055632662,7,Low,0.02,Low,0.1,Medium,2,51,4.0,0,,0,33,14.0,False,HARD_REJECT
20260823,12,LAP-045,Vertex,8,256,[],0,6,6.25311992243068,20,91230,0.8553557051469755,468204.6058833514,2,High,0.1,Low,0.1,Low,0,21,7.0,17,6.0,0,5,9.0,True,BASELINE_ACCEPT
20260823,13,LAP-012,Byte,32,512,[],0,16,15.547674461581877,43,37160,0.8761348793576215,520914.7538708674,7,Low,0.02,Low,0.1,Low,0,69,18.0,0,,0,38,13.0,False,HARD_REJECT
20260823,14,LAP-028,CoreX,16,1024,"[""LAP-033"",""LAP-038""]",1,11,11.046445950701349,27,52120,0.8835189364518045,506539.0766465485,7,Medium,0.05,Low,0.1,High,3,56,7.0,33,10.0,0,24,25.0,True,OPPORTUNITY
20260823,15,LAP-030,Vertex,16,1024,"[""LAP-035"",""LAP-040""]",1,17,16.60963581229754,37,63920,0.828725589392556,900526.3744575271,7,Low,0.02,Low,0.1,Low,0,91,11.0,0,,0,32,48.0,True,OPPORTUNITY
20260823,16,LAP-014,Nova,32,512,[],0,16,15.564285570535345,42,45030,0.9231103587793925,665082.5512933767,7,Low,0.02,Low,0.1,Medium,2,42,3.0,0,,0,37,2.0,False,HARD_REJECT
20260823,17,LAP-004,Nova,8,256,"[""LAP-009"",""LAP-014"",""LAP-019"",""LAP-024"",""LAP-029"",""LAP-034"",""LAP-039"",""LAP-044"",""LAP-049""]",1,52,55.7368927514962,52,28000,0.9286375589671336,1352096.2858561466,5,High,0.1,High,0.5,Medium,2,116,11.0,0,,0,33,72.0,True,OPPORTUNITY
20260823,18,LAP-038,CoreX,64,2048,[],0,8,7.705167624593337,31,61880,0.9713049112869608,480834.7832834971,3,Medium,0.05,Medium,0.25,High,3,61,9.0,30,6.0,0,12,40.0,True,OPPORTUNITY
20260823,19,LAP-021,Aster,8,1024,[],0,12,12.163349075100914,68,52420,0.8820415140981461,554839.3940282979,10,High,0.1,Medium,0.25,Medium,2,153,23.0,0,,0,85,45.0,True,BASELINE_ACCEPT
